taskID,passage,label
IEPA.d36.s88_128,"The present studies compared the effects of PROTEIN in rat adipocytes with the effects of PROTEIN1 and peroxovanadate, which mimic some effects of PROTEIN2 ",no
IEPA.d36.s89_129,"The antilipolytic effects of peroxovanadate and PROTEIN1 were unaffected by 500 nmol/L wortmannin, which blocked the antilipolytic action of PROTEIN2 ",no
IEPA.d36.s90_130,The data provide additional support for the hypothesis that PROTEIN1 and peroxovanadate affect adipose tissue metabolism by mechanisms distinctly different from those involved in PROTEIN2 action,no
IEPA.d37.s91_131,"These findings support the concept that the mitochondrial metabolism of nutrient molecules is an event sufficient to acutely augment PROTEIN release from the beta cell, to increase PROTEIN1 mediated phosphoinositide hydrolysis, and to induce time-dependent potentiation of PROTEIN2 secretion",no
IEPA.d37.s91_132,"These findings support the concept that the mitochondrial metabolism of nutrient molecules is an event sufficient to acutely augment PROTEIN1 release from the beta cell, to increase PROTEIN2 mediated phosphoinositide hydrolysis, and to induce time-dependent potentiation of PROTEIN secretion",no
IEPA.d37.s91_133,"These findings support the concept that the mitochondrial metabolism of nutrient molecules is an event sufficient to acutely augment PROTEIN1 release from the beta cell, to increase PROTEIN mediated phosphoinositide hydrolysis, and to induce time-dependent potentiation of PROTEIN2 secretion",no
IEPA.d38.s92_134,"2) IGF-1, IGF-2, and PROTEIN1 also induced a Ca2+ mobilization from the endoplasmic reticulum: PROTEIN (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and PROTEIN2 and totally inhibited the effect of IGF-2",no
IEPA.d38.s92_135,"2) IGF-1, IGF-2, and PROTEIN also induced a Ca2+ mobilization from the endoplasmic reticulum: PROTEIN1 (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and PROTEIN2 and totally inhibited the effect of IGF-2",yes
IEPA.d38.s92_136,"2) IGF-1, IGF-2, and PROTEIN1 also induced a Ca2+ mobilization from the endoplasmic reticulum: PROTEIN2 (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and PROTEIN and totally inhibited the effect of IGF-2",no
IEPA.d39.s93_137,Homogeneous liposome immunoassay for PROTEIN1 using PROTEIN2 from Clostridium perfringens,no
IEPA.d39.s94_138," PROTEIN1 was conjugated to PROTEIN2 by a three-step procedure with hetero-bifunctional crosslinking reagents, succinimidyl 4-(N-maleimidomethyl)cyclohexane-1-carboxylate and 3-(2-pyridyldithio)propionic acid N-hydroxysuccinimide ester",no
IEPA.d39.s95_139,Both p-nitrophenylphosphatidylcholine hydrolytic activity and liposome lytic activity of PROTEIN1 PROTEIN2 conjugate were inhibited in the presence of PROTEIN antiserum,no
IEPA.d39.s95_140,Both p-nitrophenylphosphatidylcholine hydrolytic activity and liposome lytic activity of PROTEIN PROTEIN1 conjugate were inhibited in the presence of PROTEIN2 antiserum,no
IEPA.d39.s95_141,Both p-nitrophenylphosphatidylcholine hydrolytic activity and liposome lytic activity of PROTEIN1 PROTEIN conjugate were inhibited in the presence of PROTEIN2 antiserum,no
IEPA.d40.s96_142,Roles of GTP and PROTEIN1 in the potentiation of Ca(2+)-induced PROTEIN2 secretion by glucose in rat pancreatic islets,no
IEPA.d40.s97_143,"There was a 98% greater augmentation of PROTEIN1 secretion by 16.7 mM glucose (in the presence of diazoxide and 40 mM K+) in primed islets; however, the ability of high glucose to augment PROTEIN2 activity bore no relationship to the secretory response",no
IEPA.d40.s98_144,"MPA markedly inhibited PROTEIN1 in both conditions; however, PROTEIN2 secretion was only inhibited (by 46%) in primed islets",no
IEPA.d40.s99_145,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN1 secretion in primed islets but that PROTEIN activation can clearly be dissociated from PROTEIN2 secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN secretion,no
IEPA.d40.s99_146,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN secretion in primed islets but that PROTEIN1 activation can clearly be dissociated from PROTEIN2 secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN secretion,no
IEPA.d40.s99_147,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN secretion in primed islets but that PROTEIN activation can clearly be dissociated from PROTEIN1 secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN2 secretion,no
IEPA.d40.s99_148,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN1 secretion in primed islets but that PROTEIN2 activation can clearly be dissociated from PROTEIN secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN secretion,no
IEPA.d40.s99_149,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN1 secretion in primed islets but that PROTEIN activation can clearly be dissociated from PROTEIN secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN2 secretion,no
IEPA.d40.s99_150,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN secretion in primed islets but that PROTEIN1 activation can clearly be dissociated from PROTEIN secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN2 secretion,no
IEPA.d41.s100_151,Regulation of PROTEIN1 secretion via ATP-sensitive K+ channel independent mechanisms: role of PROTEIN2 ,yes
IEPA.d41.s101_152,"The further addition of carbachol, an agonist that activates an isozyme of PROTEIN1 distinct from that activated by glucose, together with K+, 20 mM glucose, plus diazoxide resulted in a sustained amplification of PROTEIN2 secretion from mouse but not rat islets",yes
IEPA.d41.s102_153,"The inability to activate a nutrient- and calcium-regulated PROTEIN1 isozyme in mouse islets to the same extent as in rat islets appears to account, at least in part, for these different PROTEIN2 secretory responses under these unique conditions",yes
IEPA.d43.s108_154,Induction by PROTEIN1 of PROTEIN2 and enzymes of fatty acid oxidation,yes
IEPA.d43.s109_155,Here we show that PROTEIN1 alters in pancreatic islets the mRNA of the genes encoding enzymes of free fatty acid metabolism and PROTEIN2 (UCP-2),yes
IEPA.d43.s110_156," PROTEIN1 overexpression increased PROTEIN2 mRNA by more than 10-fold in epididymal, retroperitoneal, and subcutaneous fat tissue of normal, but not of leptin-receptor-defective obese rats",yes
IEPA.d43.s111_157,"By directly regulating the expression of enzymes of free fatty acid metabolism and of PROTEIN1 PROTEIN2 controls intracellular triglyceride content of certain nonadipocytes, as well as adipocytes",yes
IEPA.d44.s112_158,"Further, the PROTEIN1 induced activation of IK(sl) was effectively antagonized by 5 x 10(-8) mol/l U-73122 or 5 x 10(-6) mol/l 2-nitro-4-carboxyphenyl N,N-diphenylcarbamate (inhibitors of the cell membrane phospholipase C), as well as by intracellularly applied heparin (selective inhibitor of PROTEIN2 (IP3)-induced Ca2+ release channels)",no
IEPA.d44.s113_159,"The data obtained suggest (i) that selective PROTEIN1 receptors are present on the membranes of guinea-pig antral smooth muscle cells, (ii) that the oxytocin-related relaxation may result from the activation of Ca(2+)-sensitive K+ conductivity via activation of PROTEIN2 induced release of Ca2+ from the submembrane located cisternae of the sarcoplasmic reticulum Ca2+ stores and (iii) in turn, this evokes a non-inactivating component of IK, hyperpolarizing the cell membrane",no
IEPA.d45.s114_160,"Cellular preincubation with 200 microg/ml antibodies against the inositolphosphoglycan (IPG) moiety of the GPI-anchor (Ab(IPG)), or depletion in GPI-anchored proteins by cellular pretreatment with 0.5 U/ml PI- PROTEIN1 1 mM PROTEIN2 and 2 HU/ml streptolysin-O, or depletion in membrane cholesterol content by filipin (5 microg/ml), digitonin (5 microg/ml) and cholesterol oxidase (0.5 U/ml) decreases the HDL3-signal, suggesting the involvement of a lipolytic cleavage of GPI-anchored proteins",no
IEPA.d48.s123_161, PROTEIN1 increases PROTEIN2 expression and energy expenditure,yes
IEPA.d48.s124_162, PROTEIN1 increased BAT PROTEIN2 mRNA levels greater than twofold in both ad libitum-fed and food-restricted rats,yes
IEPA.d48.s125_163,"These data demonstrate a PROTEIN1 induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which PROTEIN increases energy expenditure is through increased thermogenesis in BAT, including increased expression of PROTEIN2 ",no
IEPA.d48.s125_164,"These data demonstrate a PROTEIN1 induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which PROTEIN2 increases energy expenditure is through increased thermogenesis in BAT, including increased expression of PROTEIN ",no
IEPA.d48.s125_165,"These data demonstrate a PROTEIN induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which PROTEIN1 increases energy expenditure is through increased thermogenesis in BAT, including increased expression of PROTEIN2 ",yes
IEPA.d52.s135_166," PROTEIN1 is a mediator of thermogenesis regulated by thyroid hormone, beta3-adrenergic agonists, and PROTEIN2 ",yes
IEPA.d52.s136_167," PROTEIN1 mRNA levels were also regulated by dexamethasone, PROTEIN2 and starvation, albeit differently in muscle and brown adipose tissue",yes
IEPA.d54.s138_168,"This effect is maximal at 10(-8) M PROTEIN (a concentration clearly above the normal physiological range of PROTEIN1 concentrations) and involves the V2 receptor pathway, while activation of PROTEIN2 or changes in intracellular calcium are ineffective",no
IEPA.d54.s138_169,"This effect is maximal at 10(-8) M PROTEIN1 (a concentration clearly above the normal physiological range of PROTEIN2 concentrations) and involves the V2 receptor pathway, while activation of PROTEIN or changes in intracellular calcium are ineffective",no
IEPA.d54.s138_170,"This effect is maximal at 10(-8) M PROTEIN1 (a concentration clearly above the normal physiological range of PROTEIN concentrations) and involves the V2 receptor pathway, while activation of PROTEIN2 or changes in intracellular calcium are ineffective",no
IEPA.d55.s139_171,"After PROTEIN1 activity was functionally depleted by treating cells with phorbol 12-myristate 13-acetate for 24 hours, PROTEIN2 did not augment IL-1beta-induced NO production",no
IEPA.d55.s140_172,The effect of PROTEIN1 was also inhibited in the presence of the PROTEIN2 inhibitor calphostin C,yes
IEPA.d55.s141_173,"The addition of PROTEIN1 increased PROTEIN2 activity in cardiac myocytes, and its effect was significantly inhibited in the presence of calphostin C",yes
IEPA.d55.s142_174,"These results support the hypothesis that the heart may be a target organ for PROTEIN and that PROTEIN1 modulates IL-1beta-induced iNOS expression in myocytes through the V1a receptor, which is mediated at least partially via activation of PROTEIN2 ",yes
IEPA.d55.s142_175,"These results support the hypothesis that the heart may be a target organ for PROTEIN1 and that PROTEIN2 modulates IL-1beta-induced iNOS expression in myocytes through the V1a receptor, which is mediated at least partially via activation of PROTEIN ",no
IEPA.d55.s142_176,"These results support the hypothesis that the heart may be a target organ for PROTEIN1 and that PROTEIN modulates IL-1beta-induced iNOS expression in myocytes through the V1a receptor, which is mediated at least partially via activation of PROTEIN2 ",no
IEPA.d57.s146_177,Activation of EGFR overexpressing 3T3-L1 adipocytes leads to a 3.4 +/- 1.2-fold stimulation of PROTEIN1 activity over basal levels vs. only 1.06 +/- 0.01-fold stimulation by PROTEIN2 ,yes
IEPA.d57.s147_178,"Despite the low levels of PROTEIN1 induced PROTEIN2 activity, PROTEIN stimulated glucose transport activity was similarly inhibited by U73122 (55.9 +/- 13.1% inhibition)",yes
IEPA.d57.s147_179,"Despite the low levels of PROTEIN1 induced PROTEIN activity, PROTEIN2 stimulated glucose transport activity was similarly inhibited by U73122 (55.9 +/- 13.1% inhibition)",no
IEPA.d57.s147_180,"Despite the low levels of PROTEIN induced PROTEIN1 activity, PROTEIN2 stimulated glucose transport activity was similarly inhibited by U73122 (55.9 +/- 13.1% inhibition)",no
IEPA.d57.s148_181,"Inhibition of PROTEIN1 activation did not impair either EGF- or PROTEIN2 induced activation of glycogen synthase or incorporation of glucose into lipid, supporting the hypothesis that both EGF- and PROTEIN induced glucose disposal can be independent of GLUT4-mediated glucose transport.",no
IEPA.d57.s148_182,"Inhibition of PROTEIN1 activation did not impair either EGF- or PROTEIN induced activation of glycogen synthase or incorporation of glucose into lipid, supporting the hypothesis that both EGF- and PROTEIN2 induced glucose disposal can be independent of GLUT4-mediated glucose transport.",no
IEPA.d57.s148_183,"Inhibition of PROTEIN activation did not impair either EGF- or PROTEIN1 induced activation of glycogen synthase or incorporation of glucose into lipid, supporting the hypothesis that both EGF- and PROTEIN2 induced glucose disposal can be independent of GLUT4-mediated glucose transport.",no
IEPA.d57.s149_184,The diminution of glucose transport secondary to inhibition of PROTEIN1 activity was reflected by a decrease in GLUT4 translocation to the plasma membrane upon either EGF or PROTEIN2 stimulation,no
IEPA.d58.s150_185,We have recently shown that PROTEIN1 causes a PROTEIN2 (PKC)-dependent increase in ACTH release and biosynthesis in ovine anterior pituitary cells,yes
IEPA.d58.s151_186,"In these cells, PROTEIN also causes the translocation of PROTEIN1 from the cytosol to the cell membrane which is maximal at 5 min, but the intracellular events distal to PROTEIN2 activation that underlie ACTH secretion have not been well characterized to date",no
IEPA.d58.s151_187,"In these cells, PROTEIN1 also causes the translocation of PROTEIN from the cytosol to the cell membrane which is maximal at 5 min, but the intracellular events distal to PROTEIN2 activation that underlie ACTH secretion have not been well characterized to date",no
IEPA.d58.s151_188,"In these cells, PROTEIN1 also causes the translocation of PROTEIN2 from the cytosol to the cell membrane which is maximal at 5 min, but the intracellular events distal to PROTEIN activation that underlie ACTH secretion have not been well characterized to date",yes
IEPA.d58.s152_189,"Since the MARCKS protein has been implicated in neurosecretion and is phosphorylated by PROTEIN in synaptosomes, studies were carried out to determine whether PROTEIN1 might cause MARCKS phosphorylation in the ovine anterior pituitary, and to determine whether this phenomenon might be temporally correlated with PROTEIN2 translocation and the release of ACTH",no
IEPA.d58.s152_190,"Since the MARCKS protein has been implicated in neurosecretion and is phosphorylated by PROTEIN1 in synaptosomes, studies were carried out to determine whether PROTEIN might cause MARCKS phosphorylation in the ovine anterior pituitary, and to determine whether this phenomenon might be temporally correlated with PROTEIN2 translocation and the release of ACTH",no
IEPA.d58.s152_191,"Since the MARCKS protein has been implicated in neurosecretion and is phosphorylated by PROTEIN1 in synaptosomes, studies were carried out to determine whether PROTEIN2 might cause MARCKS phosphorylation in the ovine anterior pituitary, and to determine whether this phenomenon might be temporally correlated with PROTEIN translocation and the release of ACTH",no
IEPA.d58.s153_192,"We conclude that: (1) PROTEIN causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN1 induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN2 activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",no
IEPA.d58.s153_193,"We conclude that: (1) PROTEIN1 causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN2 activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",no
IEPA.d58.s153_194,"We conclude that: (1) PROTEIN causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN1 trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN2 activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",no
IEPA.d58.s153_195,"We conclude that: (1) PROTEIN1 causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN2 induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",no
IEPA.d58.s153_196,"We conclude that: (1) PROTEIN causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN1 induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN2 trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",no
IEPA.d58.s153_197,"We conclude that: (1) PROTEIN1 causes a rapid, and reversible, phosphorylation of the MARCKS protein in the ovine anterior pituitary; (2) since the PROTEIN induced increase in MARCKS phosphorylation occurs much earlier in these cells than does PROTEIN2 trans-location, MARCKS phosphorylation may provide a more sensitive index of the onset of PROTEIN activation than the translocation assay; (3) the close temporal association between MARCKS phosphorylation and the rapid early release of ACTH suggests that MARCKS phosphorylation may be involved in the initial intracellular events that underly exocytosis of the hormone.",no
IEPA.d60.s155_198,"The activity of the MAPKs, induced by PROTEIN1 or PMA was inhibited by downregulation of PROTEIN2 (PKC), by the tyrosine kinase inhibitor genistein and by MAPK kinase (MEK) inhibitor, PD98059",yes
IEPA.d60.s156_199,"We suggest that PROTEIN1 activates the 42/44kDa MAPKs through a signal transduction pathway that involves stimulation of AVP-V1 receptor, tyrosine kinase, PROTEIN2 and MEK",yes
IEPA.d61.s157_200,Secreted form of PROTEIN1 precursor protein activates protein kinase C and PROTEIN2 in cultured embryonic rat neocortical cells,yes
IEPA.d61.s158_201,"Furthermore, we demonstrate that tyrosine phosphorylation of PROTEIN1 and formation of inositol 1,4,5-trisphosphate were increased by PROTEIN2 stimulation",yes
IEPA.d62.s159_202," PROTEIN1 treated male rats had increased circulating levels of cholecystokinin, a tendency to increased plasma levels of PROTEIN2 (p = 0.066), and relatively more adipose tissue in the thigh and interscapular region, compared with controls",yes
IEPA.d63.s160_203,"However, in brown fat, we observed a 2-3-fold increase in the expression of PROTEIN1 in response to dietary fat challenge, which may be related to diet-induced elevations in plasma PROTEIN2 levels",yes
IEPA.d65.s163_204, PROTEIN1 induced activation of PROTEIN2 in renal epithelial cells,yes
IEPA.d65.s164_205," PROTEIN1 induced a biphasic increase in diacylglycerol generation, characterized by an initial rapid rise and then a sustained elevation, and PROTEIN2 activation, reflected by phosphorylation of a specific 80 kDa myristoylated alanine-rich PKC substrate (MARCKS)",yes
IEPA.d65.s165_206,"These results argue that Ca(2+)-dependent PROTEIN1 is involved in the action of PROTEIN2 and that of other agonists, which stimulate sodium transport",yes
IEPA.d66.s166_207,"However, the PROTEIN1 dependent stimulation required activation of PROTEIN2 (PKC), whereas the inhibition was PROTEIN independent, indicating that the NGF-induced signaling pathways leading to inhibition and stimulation of HCO3- absorption are distinct",yes
IEPA.d66.s166_208,"However, the PROTEIN1 dependent stimulation required activation of PROTEIN (PKC), whereas the inhibition was PROTEIN2 independent, indicating that the NGF-induced signaling pathways leading to inhibition and stimulation of HCO3- absorption are distinct",no
IEPA.d66.s166_209,"However, the PROTEIN dependent stimulation required activation of PROTEIN1 (PKC), whereas the inhibition was PROTEIN2 independent, indicating that the NGF-induced signaling pathways leading to inhibition and stimulation of HCO3- absorption are distinct",no
IEPA.d67.s167_210,Association of the insulin receptor with PROTEIN1 (PLCgamma) in 3T3-L1 adipocytes suggests a role for PROTEIN2 in metabolic signaling by PROTEIN ,no
IEPA.d67.s167_211,Association of the insulin receptor with PROTEIN (PLCgamma) in 3T3-L1 adipocytes suggests a role for PROTEIN1 in metabolic signaling by PROTEIN2 ,yes
IEPA.d67.s167_212,Association of the insulin receptor with PROTEIN1 (PLCgamma) in 3T3-L1 adipocytes suggests a role for PROTEIN in metabolic signaling by PROTEIN2 ,no
IEPA.d67.s168_213,"To determine the functional significance of the interaction of PROTEIN and the IR, we used a specific inhibitor of PROTEIN U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN1 to block PROTEIN2 stimulated GLUT4 translocation",no
IEPA.d67.s168_214,"To determine the functional significance of the interaction of PROTEIN1 and the IR, we used a specific inhibitor of PROTEIN U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN2 to block PROTEIN stimulated GLUT4 translocation",no
IEPA.d67.s168_215,"To determine the functional significance of the interaction of PROTEIN and the IR, we used a specific inhibitor of PROTEIN1 U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN2 to block PROTEIN stimulated GLUT4 translocation",no
IEPA.d67.s168_216,"To determine the functional significance of the interaction of PROTEIN1 and the IR, we used a specific inhibitor of PROTEIN U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN to block PROTEIN2 stimulated GLUT4 translocation",no
IEPA.d67.s168_217,"To determine the functional significance of the interaction of PROTEIN and the IR, we used a specific inhibitor of PROTEIN1 U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN to block PROTEIN2 stimulated GLUT4 translocation",no
IEPA.d67.s168_218,"To determine the functional significance of the interaction of PROTEIN1 and the IR, we used a specific inhibitor of PROTEIN2 U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN to block PROTEIN stimulated GLUT4 translocation",no
IEPA.d70.s171_219,Inhibition of 5-HT3 serotonergic receptors with ondansetron (4 or 8 mg) did not modify the basal secretion of AVP and PROTEIN1 and the PROTEIN response to PROTEIN2 induced hypoglycemia,no
IEPA.d70.s171_220,Inhibition of 5-HT3 serotonergic receptors with ondansetron (4 or 8 mg) did not modify the basal secretion of AVP and PROTEIN and the PROTEIN1 response to PROTEIN2 induced hypoglycemia,yes
IEPA.d70.s171_221,Inhibition of 5-HT3 serotonergic receptors with ondansetron (4 or 8 mg) did not modify the basal secretion of AVP and PROTEIN1 and the PROTEIN2 response to PROTEIN induced hypoglycemia,no
IEPA.d71.s172_222,HvSPY coexpression largely abolished PROTEIN1 induced activity of an PROTEIN2 promoter.,yes
IEPA.d72.s173_223,"Treatment with (+)-trifluoro-ABA strongly inhibited the PROTEIN1 inducible expression of PROTEIN2 I-1 encoded by RAmy1A in the aleurone layers of embryoless half-seeds at the levels of transcription, protein synthesis, and enzyme activity",yes
IEPA.d73.s174_224,"Furthermore, treatment of isolated rat diaphragms and adipocytes with PIG-P as well as with other agents exerting partially PROTEIN1 mimetic activity, such as PI-specific PROTEIN2 (PLC) and the sulfonylurea glimepiride, triggered tyrosine phosphorylation of the caveolar marker protein caveolin, which was apparently correlated with stimulation of lipogenesis",no
IEPA.d73.s175_225,"Strikingly, in adipocytes subjected to combined trypsin/salt treatment, PIG-P, PI-specific PROTEIN1 and glimepiride failed completely to provoke PROTEIN2 mimetic effects",no
IEPA.d74.s176_226,Chronic central PROTEIN1 infusion enhances insulin-stimulated glucose metabolism and favors the expression of PROTEIN2 ,yes
IEPA.d74.s177_227,"In marked contrast, intracerebroventricular PROTEIN1 administration was accompanied by the maintenance of high PROTEIN PROTEIN2 and PROTEIN expression in all these tissues",yes
IEPA.d74.s177_228,"In marked contrast, intracerebroventricular PROTEIN administration was accompanied by the maintenance of high PROTEIN PROTEIN1 and PROTEIN2 expression in all these tissues",no
IEPA.d74.s177_229,"In marked contrast, intracerebroventricular PROTEIN administration was accompanied by the maintenance of high PROTEIN1 PROTEIN2 and PROTEIN expression in all these tissues",no
IEPA.d74.s177_230,"In marked contrast, intracerebroventricular PROTEIN1 administration was accompanied by the maintenance of high PROTEIN PROTEIN and PROTEIN2 expression in all these tissues",yes
IEPA.d74.s177_231,"In marked contrast, intracerebroventricular PROTEIN1 administration was accompanied by the maintenance of high PROTEIN2 PROTEIN and PROTEIN expression in all these tissues",yes
IEPA.d74.s177_232,"In marked contrast, intracerebroventricular PROTEIN administration was accompanied by the maintenance of high PROTEIN1 PROTEIN and PROTEIN2 expression in all these tissues",no
IEPA.d74.s178_233,"While PROTEIN1 maintains or favors energy-dissipating mechanisms ( PROTEIN2 PROTEIN and PROTEIN , the latter are markedly depressed in pair-fed rats",yes
IEPA.d74.s178_234,"While PROTEIN maintains or favors energy-dissipating mechanisms ( PROTEIN1 PROTEIN and PROTEIN2 , the latter are markedly depressed in pair-fed rats",no
IEPA.d74.s178_235,"While PROTEIN maintains or favors energy-dissipating mechanisms ( PROTEIN1 PROTEIN2 and PROTEIN , the latter are markedly depressed in pair-fed rats",no
IEPA.d74.s178_236,"While PROTEIN1 maintains or favors energy-dissipating mechanisms ( PROTEIN PROTEIN and PROTEIN2 , the latter are markedly depressed in pair-fed rats",yes
IEPA.d74.s178_237,"While PROTEIN1 maintains or favors energy-dissipating mechanisms ( PROTEIN PROTEIN2 and PROTEIN , the latter are markedly depressed in pair-fed rats",yes
IEPA.d74.s178_238,"While PROTEIN maintains or favors energy-dissipating mechanisms ( PROTEIN PROTEIN1 and PROTEIN2 , the latter are markedly depressed in pair-fed rats",no
IEPA.d76.s182_239,"Melatonin inhibits PROTEIN1 response to PROTEIN2 induced hypoglycemia, but not to angiotensin II in normal men",yes
IEPA.d76.s183_240,"In order to establish whether melatonin alters basal and/or stimulated PROTEIN1 secretion, 18 normal men were treated (p.o.) with 6 or 12 mg melatonin or placebo in basal conditions (N-6 subjects) or concomitantly to the administration of PROTEIN2 (O.15 IU/kg body weight in an i.v. bolus) (N-6 subjects) or angiotensin II (increasing doses of 4, 8 and 16 ng/kg/min, at intervals of 20 min)",no
IEPA.d76.s184_241,"In contrast, the PROTEIN1 response to PROTEIN2 induced hypoglycemia was significantly reduced by melatonin treatment",yes
IEPA.d77.s185_242,"Although osmotic stimuli cause an increase in nitric oxide synthase (NOS) activity as well as synthesis of AVP and PROTEIN1 in the paraventricular (PVN) and supraoptic nuclei (SON), it is not known whether NOS activity in the hypothalamus changes in the diabetic patients who have plasma hyperosmolality with hyperglycaemia caused by PROTEIN2 deficiency",no
IEPA.d77.s186_243,"Three weeks after administration of STZ, the diabetic rats were subcutaneously treated with PROTEIN1 for 1 week, which resulted in significant suppression of the induction of nNOS, AVP and PROTEIN2 gene expression in the PVN and SON",yes
IEPA.d79.s189_244, PROTEIN1 evokes the release of Ca2+ from PROTEIN2 sensitive intracellular stores,no
IEPA.d80.s190_245,"To explore the possible roles of the hypothalamic melanocortin system in PROTEIN1 action, we examined the effects of intracerebroventricular (i.c.v.) injection of PROTEIN with or without SHU9119, a potent antagonist of alpha-melanocyte stimulating hormone, on food intake, body weight, and mitochondrial PROTEIN2 (UCP-1) mRNA expression in the brown adipose tissue (BAT) in rats",no
IEPA.d80.s190_246,"To explore the possible roles of the hypothalamic melanocortin system in PROTEIN1 action, we examined the effects of intracerebroventricular (i.c.v.) injection of PROTEIN2 with or without SHU9119, a potent antagonist of alpha-melanocyte stimulating hormone, on food intake, body weight, and mitochondrial PROTEIN (UCP-1) mRNA expression in the brown adipose tissue (BAT) in rats",no
IEPA.d80.s190_247,"To explore the possible roles of the hypothalamic melanocortin system in PROTEIN action, we examined the effects of intracerebroventricular (i.c.v.) injection of PROTEIN1 with or without SHU9119, a potent antagonist of alpha-melanocyte stimulating hormone, on food intake, body weight, and mitochondrial PROTEIN2 (UCP-1) mRNA expression in the brown adipose tissue (BAT) in rats",no
IEPA.d80.s191_248,"A single i.c.v. injection of PROTEIN1 decreased cumulative food intake and body weight gain, and increased PROTEIN2 mRNA expression during 3 h at the onset of the dark phase",yes
IEPA.d80.s192_249,Co-injection of SHU9119 also inhibited completely the PROTEIN1 induced increase in PROTEIN2 mRNA expression in the BAT,yes
IEPA.d81.s193_250,"It has been established that PROTEIN1 beta peptide (AbetaP) activates phospholipase A2, PROTEIN2 and phospholipase D of LA-N-2 cells and other cell types",yes
IEPA.d81.s194_251,(-)Nicotine did not blunt the PROTEIN1 activation of PROTEIN2 ,yes
