taskID,passage,label
HPRD50.d22.s0_154, PROTEIN1 a Rho family PROTEIN that interacts with signaling adapters PROTEIN2 and PROTEIN ,yes
HPRD50.d22.s0_155, PROTEIN a Rho family PROTEIN1 that interacts with signaling adapters PROTEIN2 and PROTEIN ,yes
HPRD50.d22.s0_156, PROTEIN1 a Rho family PROTEIN2 that interacts with signaling adapters PROTEIN and PROTEIN ,no
HPRD50.d22.s1_157," PROTEIN1 and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN2 PROTEIN Shc, and Crk",yes
HPRD50.d22.s1_158," PROTEIN1 and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN PROTEIN2 Shc, and Crk",yes
HPRD50.d22.s1_159," PROTEIN1 and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN2 PROTEIN PROTEIN Shc, and Crk",yes
HPRD50.d22.s1_160," PROTEIN1 and PROTEIN2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN PROTEIN Shc, and Crk",no
HPRD50.d22.s1_161," PROTEIN and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN1 PROTEIN2 Shc, and Crk",no
HPRD50.d22.s1_162," PROTEIN and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN1 PROTEIN2 PROTEIN Shc, and Crk",no
HPRD50.d22.s1_163," PROTEIN and PROTEIN1 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN2 PROTEIN Shc, and Crk",yes
HPRD50.d22.s1_164," PROTEIN and PROTEIN are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN1 PROTEIN PROTEIN2 Shc, and Crk",no
HPRD50.d22.s1_165," PROTEIN and PROTEIN1 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN PROTEIN PROTEIN2 Shc, and Crk",yes
HPRD50.d22.s1_166," PROTEIN and PROTEIN1 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as PROTEIN2 PROTEIN PROTEIN Shc, and Crk",yes
HPRD50.d22.s2_167,"In addition, PROTEIN1 contains several classic proline-rich motifs, and it interacts with the first SH3 domain of Crk and full-length PROTEIN2 in vitro",yes
HPRD50.d22.s3_168,"We propose that PROTEIN1 and PROTEIN in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN under specific stimuli, acting to regulate precisely Rac and PROTEIN2 activities",yes
HPRD50.d22.s3_169,"We propose that PROTEIN and PROTEIN1 in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN under specific stimuli, acting to regulate precisely Rac and PROTEIN2 activities",yes
HPRD50.d22.s3_170,"We propose that PROTEIN and PROTEIN in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN1 under specific stimuli, acting to regulate precisely Rac and PROTEIN2 activities",no
HPRD50.d22.s3_171,"We propose that PROTEIN1 and PROTEIN2 in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN under specific stimuli, acting to regulate precisely Rac and PROTEIN activities",no
HPRD50.d22.s3_172,"We propose that PROTEIN1 and PROTEIN in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN2 under specific stimuli, acting to regulate precisely Rac and PROTEIN activities",yes
HPRD50.d22.s3_173,"We propose that PROTEIN and PROTEIN1 in cooperation with other adapter molecules might regulate the cellular localization of PROTEIN2 under specific stimuli, acting to regulate precisely Rac and PROTEIN activities",yes
HPRD50.d22.s4_174,This work led to identification of a novel PROTEIN1 ( PROTEIN2 for Rho family GTPases,no
HPRD50.d22.s5_175,"The GAP domain shows high similarity to the recently cloned PROTEIN1 and displays activity toward RhoA, PROTEIN2 and PROTEIN in vitro",no
HPRD50.d22.s5_176,"The GAP domain shows high similarity to the recently cloned PROTEIN and displays activity toward RhoA, PROTEIN1 and PROTEIN2 in vitro",no
HPRD50.d22.s5_177,"The GAP domain shows high similarity to the recently cloned PROTEIN1 and displays activity toward RhoA, PROTEIN and PROTEIN2 in vitro",no
HPRD50.d22.s6_178,The protein was named PROTEIN for its ability to interact with PROTEIN1 proteins and its activity toward Rac and PROTEIN2 ,no
HPRD50.d22.s6_179,The protein was named PROTEIN1 for its ability to interact with PROTEIN proteins and its activity toward Rac and PROTEIN2 ,yes
HPRD50.d22.s6_180,The protein was named PROTEIN1 for its ability to interact with PROTEIN2 proteins and its activity toward Rac and PROTEIN ,yes
HPRD50.d22.s7_181,Expression of PROTEIN1 in 293T cells led to a reduction in active PROTEIN2 and PROTEIN levels but not RhoA,yes
HPRD50.d22.s7_182,Expression of PROTEIN1 in 293T cells led to a reduction in active PROTEIN and PROTEIN2 levels but not RhoA,yes
HPRD50.d22.s7_183,Expression of PROTEIN in 293T cells led to a reduction in active PROTEIN1 and PROTEIN2 levels but not RhoA,no
HPRD50.d23.s0_184,A role for PROTEIN1 phosphorylation of PROTEIN2 in cytokinesis,yes
HPRD50.d23.s1_185,"Here, we characterize the interaction between PROTEIN1 and PROTEIN show that PROTEIN phosphorylates PROTEIN2 at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_186,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN phosphorylates PROTEIN1 at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN2 is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_187,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN phosphorylates PROTEIN1 at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN2 in vivo",no
HPRD50.d23.s1_188,"Here, we characterize the interaction between PROTEIN and PROTEIN1 show that PROTEIN phosphorylates PROTEIN2 at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_189,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN1 phosphorylates PROTEIN2 at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",yes
HPRD50.d23.s1_190,"Here, we characterize the interaction between PROTEIN1 and PROTEIN show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN2 is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_191,"Here, we characterize the interaction between PROTEIN1 and PROTEIN show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN2 in vivo",no
HPRD50.d23.s1_192,"Here, we characterize the interaction between PROTEIN1 and PROTEIN2 show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",yes
HPRD50.d23.s1_193,"Here, we characterize the interaction between PROTEIN1 and PROTEIN show that PROTEIN2 phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_194,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN1 is also a substrate for PROTEIN2 in vivo",yes
HPRD50.d23.s1_195,"Here, we characterize the interaction between PROTEIN and PROTEIN1 show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN2 is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_196,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN1 phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN2 is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s1_197,"Here, we characterize the interaction between PROTEIN and PROTEIN1 show that PROTEIN phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN2 in vivo",no
HPRD50.d23.s1_198,"Here, we characterize the interaction between PROTEIN and PROTEIN show that PROTEIN1 phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN2 in vivo",no
HPRD50.d23.s1_199,"Here, we characterize the interaction between PROTEIN and PROTEIN1 show that PROTEIN2 phosphorylates PROTEIN at conserved S274 and S326 residues in vitro, and present evidence that PROTEIN is also a substrate for PROTEIN in vivo",no
HPRD50.d23.s2_200,"Downregulation of PROTEIN by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN1 but not by PROTEIN with mutations in the PROTEIN2 phosphorylation sites",no
HPRD50.d23.s2_201,"Downregulation of PROTEIN1 by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN2 but not by PROTEIN with mutations in the PROTEIN phosphorylation sites",no
HPRD50.d23.s2_202,"Downregulation of PROTEIN by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN1 but not by PROTEIN2 with mutations in the PROTEIN phosphorylation sites",no
HPRD50.d23.s2_203,"Downregulation of PROTEIN1 by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN but not by PROTEIN with mutations in the PROTEIN2 phosphorylation sites",no
HPRD50.d23.s2_204,"Downregulation of PROTEIN by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN but not by PROTEIN1 with mutations in the PROTEIN2 phosphorylation sites",no
HPRD50.d23.s2_205,"Downregulation of PROTEIN1 by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type PROTEIN but not by PROTEIN2 with mutations in the PROTEIN phosphorylation sites",no
HPRD50.d23.s3_206,These results suggest that PROTEIN1 phosphorylation of PROTEIN2 may influence cytokinesis,yes
HPRD50.d24.s0_207,Specific interaction of PROTEIN1 and c/EBPbeta leads to the transcriptional activation of the human PROTEIN2 gene,yes
HPRD50.d24.s1_208,The sterol-independent regulatory element (SIRE) of the PROTEIN1 ( PROTEIN2 promoter mediates PROTEIN (OM)-induced transcription of the PROTEIN gene through a cholesterol-independent pathway,no
HPRD50.d24.s1_209,The sterol-independent regulatory element (SIRE) of the PROTEIN1 ( PROTEIN promoter mediates PROTEIN (OM)-induced transcription of the PROTEIN2 gene through a cholesterol-independent pathway,no
HPRD50.d24.s1_210,The sterol-independent regulatory element (SIRE) of the PROTEIN1 ( PROTEIN promoter mediates PROTEIN2 (OM)-induced transcription of the PROTEIN gene through a cholesterol-independent pathway,yes
HPRD50.d24.s1_211,The sterol-independent regulatory element (SIRE) of the PROTEIN ( PROTEIN1 promoter mediates PROTEIN (OM)-induced transcription of the PROTEIN2 gene through a cholesterol-independent pathway,no
HPRD50.d24.s1_212,The sterol-independent regulatory element (SIRE) of the PROTEIN ( PROTEIN1 promoter mediates PROTEIN2 (OM)-induced transcription of the PROTEIN gene through a cholesterol-independent pathway,yes
HPRD50.d24.s1_213,The sterol-independent regulatory element (SIRE) of the PROTEIN ( PROTEIN promoter mediates PROTEIN1 (OM)-induced transcription of the PROTEIN2 gene through a cholesterol-independent pathway,yes
HPRD50.d25.s0_214, PROTEIN orphan receptor functions as negative modulator for PROTEIN1 in prostate cancer cells PROTEIN2 ,no
HPRD50.d25.s0_215, PROTEIN1 orphan receptor functions as negative modulator for PROTEIN2 in prostate cancer cells PROTEIN ,yes
HPRD50.d25.s0_216, PROTEIN1 orphan receptor functions as negative modulator for PROTEIN in prostate cancer cells PROTEIN2 ,no
HPRD50.d25.s1_217,BACKGROUND: Both PROTEIN1 (AR) and orphan receptor PROTEIN2 ( PROTEIN belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,no
HPRD50.d25.s1_218,BACKGROUND: Both PROTEIN1 (AR) and orphan receptor PROTEIN ( PROTEIN2 belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,no
HPRD50.d25.s1_219,BACKGROUND: Both PROTEIN (AR) and orphan receptor PROTEIN1 ( PROTEIN2 belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,no
HPRD50.d25.s2_220,The interaction between AR and PROTEIN1 was assessed by PROTEIN ( PROTEIN2 pull-down assay and mammalian two-hybrid system assay,no
HPRD50.d25.s2_221,The interaction between AR and PROTEIN1 was assessed by PROTEIN2 ( PROTEIN pull-down assay and mammalian two-hybrid system assay,no
HPRD50.d25.s2_222,The interaction between AR and PROTEIN was assessed by PROTEIN1 ( PROTEIN2 pull-down assay and mammalian two-hybrid system assay,no
HPRD50.d26.s0_223,The protein PROTEIN1 functions in a multi-subunit E3 ubiquitin ligase that targets the hypoxia-inducible transcription factor PROTEIN2 for proteasomal degradation during normoxia,yes
HPRD50.d26.s1_224,"We establish that PROTEIN1 binds to PROTEIN ( PROTEIN2 , a component of the 19S regulatory complex of the proteasome",yes
HPRD50.d26.s1_225,"We establish that PROTEIN binds to PROTEIN1 ( PROTEIN2 , a component of the 19S regulatory complex of the proteasome",no
HPRD50.d26.s1_226,"We establish that PROTEIN1 binds to PROTEIN2 ( PROTEIN , a component of the 19S regulatory complex of the proteasome",yes
HPRD50.d26.s2_227, PROTEIN1 associates with the beta-domain of PROTEIN2 and complexes with PROTEIN and PROTEIN in vivo,yes
HPRD50.d26.s2_228, PROTEIN1 associates with the beta-domain of PROTEIN and complexes with PROTEIN2 and PROTEIN in vivo,yes
HPRD50.d26.s2_229, PROTEIN1 associates with the beta-domain of PROTEIN and complexes with PROTEIN and PROTEIN2 in vivo,yes
HPRD50.d26.s2_230, PROTEIN associates with the beta-domain of PROTEIN1 and complexes with PROTEIN2 and PROTEIN in vivo,no
HPRD50.d26.s2_231, PROTEIN associates with the beta-domain of PROTEIN1 and complexes with PROTEIN and PROTEIN2 in vivo,no
HPRD50.d26.s2_232, PROTEIN associates with the beta-domain of PROTEIN and complexes with PROTEIN1 and PROTEIN2 in vivo,no
HPRD50.d26.s3_233,Overexpression of PROTEIN1 promotes degradation of PROTEIN2 in a pVHL-dependent manner that requires the ATPase domain of PROTEIN ,yes
HPRD50.d26.s3_234,Overexpression of PROTEIN promotes degradation of PROTEIN1 in a pVHL-dependent manner that requires the ATPase domain of PROTEIN2 ,yes
HPRD50.d26.s3_235,Overexpression of PROTEIN1 promotes degradation of PROTEIN in a pVHL-dependent manner that requires the ATPase domain of PROTEIN2 ,no
HPRD50.d26.s4_236,Blockade of PROTEIN1 expression by small interfering RNA (siRNA) causes prolonged degradation kinetics of PROTEIN2 ,yes
HPRD50.d26.s5_237,Several distinct mutations in exon 2 of PROTEIN1 disrupt binding of PROTEIN2 to PROTEIN ,no
HPRD50.d26.s5_238,Several distinct mutations in exon 2 of PROTEIN1 disrupt binding of PROTEIN to PROTEIN2 ,yes
HPRD50.d26.s5_239,Several distinct mutations in exon 2 of PROTEIN disrupt binding of PROTEIN1 to PROTEIN2 ,yes
HPRD50.d26.s6_240,A PROTEIN mutant containing a P154L substitution coimmunoprecipitates with PROTEIN but not PROTEIN1 and does not promote degradation of PROTEIN2 ,no
HPRD50.d26.s6_241,A PROTEIN1 mutant containing a P154L substitution coimmunoprecipitates with PROTEIN but not PROTEIN and does not promote degradation of PROTEIN2 ,no
HPRD50.d26.s6_242,A PROTEIN mutant containing a P154L substitution coimmunoprecipitates with PROTEIN1 but not PROTEIN and does not promote degradation of PROTEIN2 ,no
HPRD50.d26.s6_243,A PROTEIN1 mutant containing a P154L substitution coimmunoprecipitates with PROTEIN but not PROTEIN2 and does not promote degradation of PROTEIN ,no
HPRD50.d26.s6_244,A PROTEIN mutant containing a P154L substitution coimmunoprecipitates with PROTEIN1 but not PROTEIN2 and does not promote degradation of PROTEIN ,no
HPRD50.d26.s6_245,A PROTEIN1 mutant containing a P154L substitution coimmunoprecipitates with PROTEIN2 but not PROTEIN and does not promote degradation of PROTEIN ,yes
HPRD50.d26.s7_246,"Thus, the ability of PROTEIN to degrade PROTEIN1 depends in part on its interaction with PROTEIN and suggests a new mechanism for PROTEIN2 stabilization in some PROTEIN deficient tumors",no
HPRD50.d26.s7_247,"Thus, the ability of PROTEIN to degrade PROTEIN1 depends in part on its interaction with PROTEIN and suggests a new mechanism for PROTEIN stabilization in some PROTEIN2 deficient tumors",no
HPRD50.d26.s7_248,"Thus, the ability of PROTEIN1 to degrade PROTEIN2 depends in part on its interaction with PROTEIN and suggests a new mechanism for PROTEIN stabilization in some PROTEIN deficient tumors",yes
HPRD50.d26.s7_249,"Thus, the ability of PROTEIN to degrade PROTEIN1 depends in part on its interaction with PROTEIN2 and suggests a new mechanism for PROTEIN stabilization in some PROTEIN deficient tumors",no
HPRD50.d26.s7_250,"Thus, the ability of PROTEIN to degrade PROTEIN depends in part on its interaction with PROTEIN and suggests a new mechanism for PROTEIN1 stabilization in some PROTEIN2 deficient tumors",yes
HPRD50.d26.s7_251,"Thus, the ability of PROTEIN1 to degrade PROTEIN depends in part on its interaction with PROTEIN and suggests a new mechanism for PROTEIN2 stabilization in some PROTEIN deficient tumors",no
HPRD50.d26.s7_252,"Thus, the ability of PROTEIN to degrade PROTEIN depends in part on its interaction with PROTEIN1 and suggests a new mechanism for PROTEIN2 stabilization in some PROTEIN deficient tumors",no
HPRD50.d26.s7_253,"Thus, the ability of PROTEIN1 to degrade PROTEIN depends in part on its interaction with PROTEIN and suggests a new mechanism for PROTEIN stabilization in some PROTEIN2 deficient tumors",no
HPRD50.d26.s7_254,"Thus, the ability of PROTEIN to degrade PROTEIN depends in part on its interaction with PROTEIN1 and suggests a new mechanism for PROTEIN stabilization in some PROTEIN2 deficient tumors",no
HPRD50.d26.s7_255,"Thus, the ability of PROTEIN1 to degrade PROTEIN depends in part on its interaction with PROTEIN2 and suggests a new mechanism for PROTEIN stabilization in some PROTEIN deficient tumors",yes
HPRD50.d27.s0_256, PROTEIN1 PROTEIN memA interacts with PROTEIN2 PROTEIN and SRrp130 in corneal epithelial cells,yes
HPRD50.d27.s0_257, PROTEIN1 PROTEIN memA interacts with PROTEIN PROTEIN2 and SRrp130 in corneal epithelial cells,yes
HPRD50.d27.s0_258, PROTEIN1 PROTEIN2 memA interacts with PROTEIN PROTEIN and SRrp130 in corneal epithelial cells,no
HPRD50.d27.s0_259, PROTEIN PROTEIN memA interacts with PROTEIN1 PROTEIN2 and SRrp130 in corneal epithelial cells,no
HPRD50.d27.s0_260, PROTEIN PROTEIN1 memA interacts with PROTEIN2 PROTEIN and SRrp130 in corneal epithelial cells,yes
HPRD50.d27.s0_261, PROTEIN PROTEIN1 memA interacts with PROTEIN PROTEIN2 and SRrp130 in corneal epithelial cells,yes
HPRD50.d27.s1_262,"Three SR-rich proteins were identified that interact with the C-terminus of Pnn: PROTEIN1 and PROTEIN2 known components of spliceosome machinery, and a novel 130-kDa nuclear protein, SRrp130",no
HPRD50.d29.s0_263,Modification of de novo DNA methyltransferase 3a ( PROTEIN1 by PROTEIN2 modulates its interaction with histone deacetylases (HDACs) and its capacity to repress transcription,yes
HPRD50.d29.s1_264,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN2 and the E3 sumo ligases PROTEIN and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",yes
HPRD50.d29.s1_265,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN1 and the E3 sumo ligases PROTEIN2 and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",no
HPRD50.d29.s1_266,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN1 and the E3 sumo ligases PROTEIN and PROTEIN2 all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",no
HPRD50.d29.s1_267,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN1 and the E3 sumo ligases PROTEIN and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN2 to its target proteins",yes
HPRD50.d29.s1_268,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN2 and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",yes
HPRD50.d29.s1_269,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN and PROTEIN2 all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",yes
HPRD50.d29.s1_270,"Here we show that PROTEIN1 interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN2 to its target proteins",no
HPRD50.d29.s1_271,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN1 and PROTEIN2 all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN to its target proteins",no
HPRD50.d29.s1_272,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN1 and PROTEIN all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN2 to its target proteins",yes
HPRD50.d29.s1_273,"Here we show that PROTEIN interacts with multiple components of the sumoylation machinery, namely the E2 sumo conjugating enzyme PROTEIN and the E3 sumo ligases PROTEIN and PROTEIN1 all of which are involved in conjugating the small ubiquitin-like modifier polypeptide, PROTEIN2 to its target proteins",yes
HPRD50.d29.s2_274, PROTEIN1 is modified by PROTEIN in vivo and in vitro and the region of PROTEIN2 responsible for interaction maps to the N-terminal regulatory domain,no
HPRD50.d29.s2_275, PROTEIN1 is modified by PROTEIN2 in vivo and in vitro and the region of PROTEIN responsible for interaction maps to the N-terminal regulatory domain,yes
HPRD50.d29.s2_276, PROTEIN is modified by PROTEIN1 in vivo and in vitro and the region of PROTEIN2 responsible for interaction maps to the N-terminal regulatory domain,no
HPRD50.d29.s3_277,"Functionally, sumoylation of PROTEIN1 disrupts its ability to interact with histone deacetylases ( PROTEIN2 2), but not with another interaction partner, PROTEIN ",yes
HPRD50.d29.s3_278,"Functionally, sumoylation of PROTEIN disrupts its ability to interact with histone deacetylases ( PROTEIN1 2), but not with another interaction partner, PROTEIN2 ",no
HPRD50.d29.s3_279,"Functionally, sumoylation of PROTEIN1 disrupts its ability to interact with histone deacetylases ( PROTEIN 2), but not with another interaction partner, PROTEIN2 ",no
HPRD50.d30.s0_280,The tyrosine kinase PROTEIN1 is physically associated with the Type I interferon ( PROTEIN receptor complex and is rapidly activated during PROTEIN2 stimulation,yes
HPRD50.d30.s0_281,The tyrosine kinase PROTEIN is physically associated with the Type I interferon ( PROTEIN1 receptor complex and is rapidly activated during PROTEIN2 stimulation,no
HPRD50.d30.s0_282,The tyrosine kinase PROTEIN1 is physically associated with the Type I interferon ( PROTEIN2 receptor complex and is rapidly activated during PROTEIN stimulation,yes
HPRD50.d31.s0_283, PROTEIN1 interaction with PROTEIN2 phosphatase ties mitogenic signal transduction to cell cycle activation,yes
HPRD50.d31.s1_284,We show here that PROTEIN1 phosphatase associates with PROTEIN2 in somatic mammalian cells and in meiotic frog oocytes,yes
HPRD50.d32.s0_285,Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN2 PROTEIN and PROTEIN to the beta-amyloid protein of Alzheimer's disease,no
HPRD50.d32.s0_286,Differential binding of vascular cell-derived proteoglycans ( PROTEIN PROTEIN1 PROTEIN2 and PROTEIN to the beta-amyloid protein of Alzheimer's disease,no
HPRD50.d32.s0_287,Differential binding of vascular cell-derived proteoglycans ( PROTEIN PROTEIN1 PROTEIN and PROTEIN2 to the beta-amyloid protein of Alzheimer's disease,no
HPRD50.d32.s0_288,Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN PROTEIN2 and PROTEIN to the beta-amyloid protein of Alzheimer's disease,no
HPRD50.d32.s0_289,Differential binding of vascular cell-derived proteoglycans ( PROTEIN1 PROTEIN PROTEIN and PROTEIN2 to the beta-amyloid protein of Alzheimer's disease,no
HPRD50.d32.s0_290,Differential binding of vascular cell-derived proteoglycans ( PROTEIN PROTEIN PROTEIN1 and PROTEIN2 to the beta-amyloid protein of Alzheimer's disease,no
HPRD50.d32.s1_291,"Previous studies have demonstrated the immunolocalization of PROTEIN1 a specific PROTEIN2 to the PROTEIN protein (A beta)-containing PROTEIN deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",no
HPRD50.d32.s1_292,"Previous studies have demonstrated the immunolocalization of PROTEIN1 a specific PROTEIN to the PROTEIN2 protein (A beta)-containing PROTEIN deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",yes
HPRD50.d32.s1_293,"Previous studies have demonstrated the immunolocalization of PROTEIN1 a specific PROTEIN to the PROTEIN protein (A beta)-containing PROTEIN2 deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",yes
HPRD50.d32.s1_294,"Previous studies have demonstrated the immunolocalization of PROTEIN a specific PROTEIN1 to the PROTEIN2 protein (A beta)-containing PROTEIN deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",yes
HPRD50.d32.s1_295,"Previous studies have demonstrated the immunolocalization of PROTEIN a specific PROTEIN1 to the PROTEIN protein (A beta)-containing PROTEIN2 deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",yes
HPRD50.d32.s1_296,"Previous studies have demonstrated the immunolocalization of PROTEIN a specific PROTEIN to the PROTEIN1 protein (A beta)-containing PROTEIN2 deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",no
HPRD50.d32.s2_297,"Overall, the results indicate that specific vascular cell-derived PROTEIN1 differentially interact with A beta, and that the interactions of highest affinity occur between A beta and binding sites on both the core protein and glycosaminoglycan chains of PROTEIN2 ",no
HPRD50.d32.s3_298,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell ( PROTEIN -derived PROTEIN1 to A beta was examined to determine whether the accumulation of A beta in cerebrovascular PROTEIN deposits may be due to its interactions with PROTEIN2 ",no
HPRD50.d32.s3_299,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell ( PROTEIN -derived PROTEIN to A beta was examined to determine whether the accumulation of A beta in cerebrovascular PROTEIN1 deposits may be due to its interactions with PROTEIN2 ",no
HPRD50.d32.s3_300,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell ( PROTEIN1 -derived PROTEIN to A beta was examined to determine whether the accumulation of A beta in cerebrovascular PROTEIN deposits may be due to its interactions with PROTEIN2 ",no
HPRD50.d32.s3_301,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell ( PROTEIN -derived PROTEIN1 to A beta was examined to determine whether the accumulation of A beta in cerebrovascular PROTEIN2 deposits may be due to its interactions with PROTEIN ",no
