taskID,title,abstract,items
24100257,takotsubo syndrome (or apical ballooning syndrome) secondary to zolmitriptan.,"takotsubo syndrome (ts), also known as broken heart syndrome, is characterized by left ventricle apical ballooning with elevated cardiac biomarkers and electrocardiographic changes suggestive of an acute coronary syndrome (ie, st-segment elevation, t wave inversions, and pathologic q waves). we report a case of 54-year-old woman with medical history of mitral valve prolapse and migraines, who was admitted to the hospital for substernal chest pain and electrocardiogram demonstrated 1/2 mm st-segment elevation in leads ii, iii, avf, v5, and v6 and positive troponin i. emergent coronary angiogram revealed normal coronary arteries with moderately reduced left ventricular ejection fraction with wall motion abnormalities consistent with ts. detailed history obtained retrospectively revealed that the patient took zolmitriptan sparingly only when she had migraines. but before this event, she was taking zolmitriptan 2-3 times daily for several days because of a persistent migraine headache. she otherwise reported that she is quite active, rides horses, and does show jumping without any limitations in her physical activity. there was no evidence of any recent stress or status migrainosus. extensive literature search revealed multiple cases of coronary artery vasospasm secondary to zolmitriptan, but none of the cases were associated with ts.","[{""id"": ""271"", ""label"": ""yes"", ""e1"": ""zolmitriptan"", ""e2"": ""takotsubo syndrome""}, {""id"": ""272"", ""label"": ""yes"", ""e1"": ""zolmitriptan"", ""e2"": ""apical ballooning syndrome""}, {""id"": ""273"", ""label"": ""yes"", ""e1"": ""zolmitriptan"", ""e2"": ""ts""}, {""id"": ""274"", ""label"": ""yes"", ""e1"": ""zolmitriptan"", ""e2"": ""broken heart syndrome""}, {""id"": ""275"", ""label"": ""no"", ""e1"": ""zolmitriptan"", ""e2"": ""acute coronary syndrome""}, {""id"": ""276"", ""label"": ""no"", ""e1"": ""zolmitriptan"", ""e2"": ""mitral valve prolapse""}, {""id"": ""277"", ""label"": ""no"", ""e1"": ""zolmitriptan"", ""e2"": ""migraines""}, {""id"": ""278"", ""label"": ""no"", ""e1"": ""zolmitriptan"", ""e2"": ""chest pain""}, {""id"": ""279"", ""label"": ""no"", ""e1"": ""zolmitriptan"", ""e2"": ""migraine headache""}, {""id"": ""280"", ""label"": ""no"", ""e1"": ""zolmitriptan"", ""e2"": ""status migrainosus""}, {""id"": ""281"", ""label"": ""yes"", ""e1"": ""zolmitriptan"", ""e2"": ""coronary artery vasospasm""}]"
24114426,"depression, impulsiveness, sleep, and memory in past and present polydrug users of 3,4-methylenedioxymethamphetamine (mdma, ecstasy).","rationale: ecstasy (3,4-methylenedioxymethamphetamine, mdma) is a worldwide recreational drug of abuse. unfortunately, the results from human research investigating its psychological effects have been inconsistent. objectives: the present study aimed to be the largest to date in sample size and 5ht-related behaviors; the first to compare present ecstasy users with past users after an abstinence of 4 or more years, and the first to include robust controls for other recreational substances. methods: a sample of 997 participants (52 % male) was recruited to four control groups (non-drug (nd), alcohol/nicotine (an), cannabis/alcohol/nicotine (can), non-ecstasy polydrug (pd)), and two ecstasy polydrug groups (present (mdma) and past users (ex-mdma). participants completed a drug history questionnaire, beck depression inventory, barratt impulsiveness scale, pittsburgh sleep quality index, and wechsler memory scale-revised which, in total, provided 13 psychometric measures. results: while the can and pd groups tended to record greater deficits than the non-drug controls, the mdma and ex-mdma groups recorded greater deficits than all the control groups on ten of the 13 psychometric measures. strikingly, despite prolonged abstinence (mean, 4.98; range, 4-9 years), past ecstasy users showed few signs of recovery. compared with present ecstasy users, the past users showed no change for ten measures, increased impairment for two measures, and improvement on just one measure. conclusions: given this record of impaired memory and clinically significant levels of depression, impulsiveness, and sleep disturbance, the prognosis for the current generation of ecstasy users is a major cause for concern.","[{""id"": ""282"", ""label"": ""yes"", ""e1"": ""3,4-methylenedioxymethamphetamine"", ""e2"": ""depression""}, {""id"": ""283"", ""label"": ""yes"", ""e1"": ""3,4-methylenedioxymethamphetamine"", ""e2"": ""impulsiveness""}, {""id"": ""284"", ""label"": ""no"", ""e1"": ""3,4-methylenedioxymethamphetamine"", ""e2"": ""impaired memory""}, {""id"": ""285"", ""label"": ""yes"", ""e1"": ""3,4-methylenedioxymethamphetamine"", ""e2"": ""sleep disturbance""}, {""id"": ""286"", ""label"": ""yes"", ""e1"": ""mdma"", ""e2"": ""depression""}, {""id"": ""287"", ""label"": ""yes"", ""e1"": ""mdma"", ""e2"": ""impulsiveness""}, {""id"": ""288"", ""label"": ""no"", ""e1"": ""mdma"", ""e2"": ""impaired memory""}, {""id"": ""289"", ""label"": ""yes"", ""e1"": ""mdma"", ""e2"": ""sleep disturbance""}, {""id"": ""290"", ""label"": ""yes"", ""e1"": ""ecstasy"", ""e2"": ""depression""}, {""id"": ""291"", ""label"": ""yes"", ""e1"": ""ecstasy"", ""e2"": ""impulsiveness""}, {""id"": ""292"", ""label"": ""no"", ""e1"": ""ecstasy"", ""e2"": ""impaired memory""}, {""id"": ""293"", ""label"": ""yes"", ""e1"": ""ecstasy"", ""e2"": ""sleep disturbance""}, {""id"": ""294"", ""label"": ""no"", ""e1"": ""alcohol"", ""e2"": ""depression""}, {""id"": ""295"", ""label"": ""no"", ""e1"": ""alcohol"", ""e2"": ""impulsiveness""}, {""id"": ""296"", ""label"": ""no"", ""e1"": ""alcohol"", ""e2"": ""impaired memory""}, {""id"": ""297"", ""label"": ""no"", ""e1"": ""alcohol"", ""e2"": ""sleep disturbance""}, {""id"": ""298"", ""label"": ""no"", ""e1"": ""nicotine"", ""e2"": ""depression""}, {""id"": ""299"", ""label"": ""no"", ""e1"": ""nicotine"", ""e2"": ""impulsiveness""}, {""id"": ""300"", ""label"": ""no"", ""e1"": ""nicotine"", ""e2"": ""impaired memory""}, {""id"": ""301"", ""label"": ""no"", ""e1"": ""nicotine"", ""e2"": ""sleep disturbance""}, {""id"": ""302"", ""label"": ""no"", ""e1"": ""an"", ""e2"": ""depression""}, {""id"": ""303"", ""label"": ""no"", ""e1"": ""an"", ""e2"": ""impulsiveness""}, {""id"": ""304"", ""label"": ""no"", ""e1"": ""an"", ""e2"": ""impaired memory""}, {""id"": ""305"", ""label"": ""no"", ""e1"": ""an"", ""e2"": ""sleep disturbance""}, {""id"": ""306"", ""label"": ""no"", ""e1"": ""cannabis"", ""e2"": ""depression""}, {""id"": ""307"", ""label"": ""no"", ""e1"": ""cannabis"", ""e2"": ""impulsiveness""}, {""id"": ""308"", ""label"": ""no"", ""e1"": ""cannabis"", ""e2"": ""impaired memory""}, {""id"": ""309"", ""label"": ""no"", ""e1"": ""cannabis"", ""e2"": ""sleep disturbance""}, {""id"": ""310"", ""label"": ""no"", ""e1"": ""can"", ""e2"": ""depression""}, {""id"": ""311"", ""label"": ""no"", ""e1"": ""can"", ""e2"": ""impulsiveness""}, {""id"": ""312"", ""label"": ""no"", ""e1"": ""can"", ""e2"": ""impaired memory""}, {""id"": ""313"", ""label"": ""no"", ""e1"": ""can"", ""e2"": ""sleep disturbance""}]"
24126708,association of common genetic variants of homer1 gene with levodopa adverse effects in parkinson's disease patients.,"levodopa is the most effective symptomatic therapy for parkinson's disease, but its chronic use could lead to chronic adverse outcomes, such as motor fluctuations, dyskinesia and visual hallucinations. homer1 is a protein with pivotal function in glutamate transmission, which has been related to the pathogenesis of these complications. this study investigates whether polymorphisms in the homer1 gene promoter region are associated with the occurrence of the chronic complications of levodopa therapy. a total of 205 patients with idiopathic parkinson's disease were investigated. patients were genotyped for rs4704559, rs10942891 and rs4704560 by allelic discrimination with taqman assays. the rs4704559 g allele was associated with a lower prevalence of dyskinesia (prevalence ratio (pr)=0.615, 95% confidence interval (ci) 0.426-0.887, p=0.009) and visual hallucinations (pr=0.515, 95% ci 0.295-0.899, p=0.020). our data suggest that homer1 rs4704559 g allele has a protective role for the development of levodopa adverse effects.","[{""id"": ""314"", ""label"": ""no"", ""e1"": ""levodopa"", ""e2"": ""parkinson's disease""}, {""id"": ""315"", ""label"": ""yes"", ""e1"": ""levodopa"", ""e2"": ""dyskinesia""}, {""id"": ""316"", ""label"": ""yes"", ""e1"": ""levodopa"", ""e2"": ""visual hallucinations""}, {""id"": ""317"", ""label"": ""no"", ""e1"": ""levodopa"", ""e2"": ""idiopathic parkinson's disease""}, {""id"": ""318"", ""label"": ""no"", ""e1"": ""glutamate"", ""e2"": ""parkinson's disease""}, {""id"": ""319"", ""label"": ""no"", ""e1"": ""glutamate"", ""e2"": ""dyskinesia""}, {""id"": ""320"", ""label"": ""no"", ""e1"": ""glutamate"", ""e2"": ""visual hallucinations""}, {""id"": ""321"", ""label"": ""no"", ""e1"": ""glutamate"", ""e2"": ""idiopathic parkinson's disease""}]"
24132704,crocin improves lipid dysregulation in subacute diazinon exposure through erk1/2 pathway in rat liver.,"introduction: diazinon yis one of the most broadly used organophosphorus insecticides in agriculture. it has been shown that exposure to diazinon may interfere with lipid metabolism. moreover, the hypolipidemic effect of crocin has been established. earlier studies revealed the major role of extracellular signal-regulated kinase (erk) pathways in low-density lipoprotein receptor (ldlr) expression. the aim of this study was to evaluate changes in the regulation of lipid metabolism, erk and ldlr expression in the liver of rats exposed to subacute diazinon. furthermore ameliorating effect of crocin on diazinon induced disturbed cholesterol homeostasis was studied. methods: 24 rats were divided into 4 groups and received following treatments for 4 weeks; corn oil (control), diazinon (15mg/kg per day, orally) and crocin (12.5 and 25mg/kg per day, intraperitoneally) in combination with diazinon (15 mg/kg). the levels of cholesterol, triglyceride and ldl in blood of rats were analyzed. moreover mrna levels of ldlr and erk1/2 as well as protein levels of total and activated forms of erk1/2 in rat liver were evaluated by western blotting and quantitative real time polymerase chain reaction analysis. results: our data showed that subacute exposure to diazinon significantly increased concentrations of cholesterol, triglyceride and ldl. moreover diazinon decreased erk1/2 protein phosphorylation and ldlr transcript. crocin reduced inhibition of erk activation and diazinon-induced hyperlipemia and increased levels of ldlr transcript. conclusions: crocin may be considered as a novel protective agent in diazinon-induced hyperlipemia through modulating of erk pathway and increase of ldlr expression.","[{""id"": ""322"", ""label"": ""no"", ""e1"": ""crocin"", ""e2"": ""hyperlipemia""}, {""id"": ""323"", ""label"": ""yes"", ""e1"": ""diazinon"", ""e2"": ""hyperlipemia""}, {""id"": ""324"", ""label"": ""no"", ""e1"": ""organophosphorus"", ""e2"": ""hyperlipemia""}, {""id"": ""325"", ""label"": ""no"", ""e1"": ""cholesterol"", ""e2"": ""hyperlipemia""}, {""id"": ""326"", ""label"": ""no"", ""e1"": ""triglyceride"", ""e2"": ""hyperlipemia""}]"
24158386,gem-p chemotherapy is active in the treatment of relapsed hodgkin lymphoma.,"hodgkin lymphoma (hl) is a relatively chemosensitive malignancy. however, for those who relapse, high-dose chemotherapy with autologous stem cell transplant is the treatment of choice which relies on adequate disease control with salvage chemotherapy. regimens commonly used often require inpatient administration and can be difficult to deliver due to toxicity. gemcitabine and cisplatin have activity in hl, non-overlapping toxicity with first-line chemotherapeutics, and may be delivered in an outpatient setting. in this retrospective single-centre analysis, patients with relapsed or refractory hl treated with gemcitabine 1,000 mg/m(2) day (d)1, d8 and d15; methylprednisolone 1,000 mg d1-5; and cisplatin 100 mg/m(2) d15, every 28 days (gem-p) were included. demographic, survival, response and toxicity data were recorded. forty-one eligible patients were identified: median age 27. one hundred and twenty-two cycles of gem-p were administered in total (median 3 cycles; range 1-6). twenty of 41 (48 %) patients received gem-p as second-line treatment and 11/41 (27 %) as third-line therapy. overall response rate (orr) to gem-p in the entire cohort was 80 % (complete response (cr) 37 %, partial response 44 %) with 14/15 cr confirmed as a metabolic cr on pet and orr of 85 % in the 20 second-line patients. the most common grade 3/4 toxicities were haematological: neutropenia 54 % and thrombocytopenia 51 %. median follow-up from the start of gem-p was 4.5 years. following gem-p, 5-year progression-free survival was 46 % (95 % confidence interval (ci), 30-62 %) and 5-year overall survival was 59 % (95 % ci, 43-74 %). fourteen of 41 patients proceeded directly to autologous transplant. gem-p is a salvage chemotherapy with relatively high response rates, leading to successful transplantation in appropriate patients, in the treatment of relapsed or refractory hl.","[{""id"": ""327"", ""label"": ""no"", ""e1"": ""gem"", ""e2"": ""hodgkin lymphoma""}, {""id"": ""328"", ""label"": ""no"", ""e1"": ""gem"", ""e2"": ""hl""}, {""id"": ""329"", ""label"": ""no"", ""e1"": ""gem"", ""e2"": ""malignancy""}, {""id"": ""330"", ""label"": ""no"", ""e1"": ""gem"", ""e2"": ""toxicity""}, {""id"": ""331"", ""label"": ""no"", ""e1"": ""gem"", ""e2"": ""toxicities""}, {""id"": ""332"", ""label"": ""yes"", ""e1"": ""gem"", ""e2"": ""neutropenia""}, {""id"": ""333"", ""label"": ""yes"", ""e1"": ""gem"", ""e2"": ""thrombocytopenia""}, {""id"": ""334"", ""label"": ""no"", ""e1"": ""gemcitabine"", ""e2"": ""hodgkin lymphoma""}, {""id"": ""335"", ""label"": ""no"", ""e1"": ""gemcitabine"", ""e2"": ""hl""}, {""id"": ""336"", ""label"": ""no"", ""e1"": ""gemcitabine"", ""e2"": ""malignancy""}, {""id"": ""337"", ""label"": ""no"", ""e1"": ""gemcitabine"", ""e2"": ""toxicity""}, {""id"": ""338"", ""label"": ""no"", ""e1"": ""gemcitabine"", ""e2"": ""toxicities""}, {""id"": ""339"", ""label"": ""yes"", ""e1"": ""gemcitabine"", ""e2"": ""neutropenia""}, {""id"": ""340"", ""label"": ""yes"", ""e1"": ""gemcitabine"", ""e2"": ""thrombocytopenia""}, {""id"": ""341"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""hodgkin lymphoma""}, {""id"": ""342"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""hl""}, {""id"": ""343"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""malignancy""}, {""id"": ""344"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""toxicity""}, {""id"": ""345"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""toxicities""}, {""id"": ""346"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""neutropenia""}, {""id"": ""347"", ""label"": ""no"", ""e1"": ""cisplatin"", ""e2"": ""thrombocytopenia""}, {""id"": ""348"", ""label"": ""no"", ""e1"": ""methylprednisolone"", ""e2"": ""hodgkin lymphoma""}, {""id"": ""349"", ""label"": ""no"", ""e1"": ""methylprednisolone"", ""e2"": ""hl""}, {""id"": ""350"", ""label"": ""no"", ""e1"": ""methylprednisolone"", ""e2"": ""malignancy""}, {""id"": ""351"", ""label"": ""no"", ""e1"": ""methylprednisolone"", ""e2"": ""toxicity""}, {""id"": ""352"", ""label"": ""no"", ""e1"": ""methylprednisolone"", ""e2"": ""toxicities""}, {""id"": ""353"", ""label"": ""yes"", ""e1"": ""methylprednisolone"", ""e2"": ""neutropenia""}, {""id"": ""354"", ""label"": ""yes"", ""e1"": ""methylprednisolone"", ""e2"": ""thrombocytopenia""}]"
24190587,basal functioning of the hypothalamic-pituitary-adrenal (hpa) axis and psychological distress in recreational ecstasy polydrug users.,"rationale: ecstasy (mdma) is a psychostimulant drug which is increasingly associated with psychobiological dysfunction. while some recent studies suggest acute changes in neuroendocrine function, less is known about long-term changes in hpa functionality in recreational users. objectives: the current study is the first to explore the effects of ecstasy-polydrug use on psychological distress and basal functioning of the hpa axis through assessing the secretion of cortisol across the diurnal period. method: seventy-six participants (21 nonusers, 29 light ecstasy-polydrug users, 26 heavy ecstasy-polydrug users) completed a substance use inventory and measures of psychological distress at baseline, then two consecutive days of cortisol sampling (on awakening, 30 min post awakening, between 1400 and 1600 hours and pre bedtime). on day 2, participants also attended the laboratory to complete a 20-min multitasking stressor. results: both user groups exhibited significantly greater levels of anxiety and depression than nonusers. on day 1, all participants exhibited a typical cortisol profile, though light users had significantly elevated levels pre-bed. on day 2, heavy users demonstrated elevated levels upon awakening and all ecstasy-polydrug users demonstrated elevated pre-bed levels compared to non-users. significant between group differences were also observed in afternoon cortisol levels and in overall cortisol secretion across the day. conclusions: the increases in anxiety and depression are in line with previous observations in recreational ecstasy-polydrug users. dysregulated diurnal cortisol may be indicative of inappropriate anticipation of forthcoming demands and hypersecretion may lead to the increased psychological and physical morbidity associated with heavy recreational use of ecstasy.","[{""id"": ""355"", ""label"": ""no"", ""e1"": ""ecstasy"", ""e2"": ""psychobiological dysfunction""}, {""id"": ""356"", ""label"": ""no"", ""e1"": ""ecstasy"", ""e2"": ""anxiety""}, {""id"": ""357"", ""label"": ""yes"", ""e1"": ""ecstasy"", ""e2"": ""depression""}, {""id"": ""358"", ""label"": ""no"", ""e1"": ""mdma"", ""e2"": ""psychobiological dysfunction""}, {""id"": ""359"", ""label"": ""no"", ""e1"": ""mdma"", ""e2"": ""anxiety""}, {""id"": ""360"", ""label"": ""yes"", ""e1"": ""mdma"", ""e2"": ""depression""}, {""id"": ""361"", ""label"": ""no"", ""e1"": ""cortisol"", ""e2"": ""psychobiological dysfunction""}, {""id"": ""362"", ""label"": ""no"", ""e1"": ""cortisol"", ""e2"": ""anxiety""}, {""id"": ""363"", ""label"": ""no"", ""e1"": ""cortisol"", ""e2"": ""depression""}]"
24209900,ifosfamide related encephalopathy: the need for a timely eeg evaluation.,"background: ifosfamide is an alkylating agent useful in the treatment of a wide range of cancers including sarcomas, lymphoma, gynecologic and testicular cancers. encephalopathy has been reported in 10-40% of patients receiving high-dose iv ifosfamide. objective: to highlight the role of electroencephalogram (eeg) in the early detection and management of ifosfamide related encephalopathy. methods: retrospective chart review including clinical data and eeg recordings was done on five patients, admitted to md anderson cancer center between years 2009 and 2012, who developed ifosfamide related acute encephalopathy. results: all five patients experienced symptoms of encephalopathy soon after (within 12 h-2 days) receiving ifosfamide. two patients developed generalized convulsions while one patient developed continuous non-convulsive status epilepticus (ncse) that required icu admission and intubation. initial eeg showed epileptiform discharges in three patients; run of triphasic waves in one patient and moderate degree diffuse generalized slowing. mixed pattern with the presence of both sharps and triphasic waves were also noted. repeat eegs within 24_h of symptom onset showed marked improvement that was correlated with clinical improvement. conclusions: severity of ifosfamide related encephalopathy correlates with eeg changes. we suggest a timely eeg evaluation for patients receiving ifosfamide who develop features of encephalopathy.","[{""id"": ""364"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""encephalopathy""}, {""id"": ""365"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""cancers""}, {""id"": ""366"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""sarcomas""}, {""id"": ""367"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""lymphoma""}, {""id"": ""368"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""gynecologic and testicular cancers""}, {""id"": ""369"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""cancer""}, {""id"": ""370"", ""label"": ""yes"", ""e1"": ""ifosfamide"", ""e2"": ""convulsions""}, {""id"": ""371"", ""label"": ""yes"", ""e1"": ""ifosfamide"", ""e2"": ""non-convulsive status epilepticus""}, {""id"": ""372"", ""label"": ""yes"", ""e1"": ""ifosfamide"", ""e2"": ""ncse""}]"
24220752,incidence of contrast-induced nephropathy in hospitalised patients with cancer.,"objectives: to determine the frequency of and possible factors related to contrast-induced nephropathy (cin) in hospitalised patients with cancer. methods: ninety adult patients were enrolled. patients with risk factors for acute renal failure were excluded. blood samples were examined the day before contrast-enhanced computed tomography (ct) and serially for 3 days thereafter. cin was defined as an increase in serum creatinine (cr) of 0.5 mg/dl or more, or elevation of cr to 25 % over baseline. relationships between cin and possible risk factors were investigated. results: cin was detected in 18/90 (20 %) patients. cin developed in 25.5 % patients who underwent chemotherapy and in 11 % patients who did not (p = 0.1). cin more frequently developed in patients who had undergone ct within 45 days after the last chemotherapy (p = 0.005); it was also an independent risk factor (p = 0.017). cin was significantly more after treatment with bevacizumab/irinotecan (p = 0.021) and in patients with hypertension (p = 0.044). conclusions: the incidence of cin after ct in hospitalised oncological patients was 20 %. cin developed 4.5-times more frequently in patients with cancer who had undergone recent chemotherapy. hypertension and the combination of bevacizumab/irinotecan may be additional risk factors for cin development. key points: . contrast-induced nephropathy (cin) is a concern for oncological patients undergoing ct. . cin occurs more often when ct is performed <45 days after chemotherapy. . hypertension and treatment with bevacizumab appear to be additional risk factors.","[{""id"": ""373"", ""label"": ""yes"", ""e1"": ""contrast"", ""e2"": ""nephropathy""}, {""id"": ""374"", ""label"": ""no"", ""e1"": ""contrast"", ""e2"": ""cancer""}, {""id"": ""375"", ""label"": ""no"", ""e1"": ""contrast"", ""e2"": ""acute renal failure""}, {""id"": ""376"", ""label"": ""no"", ""e1"": ""contrast"", ""e2"": ""hypertension""}, {""id"": ""377"", ""label"": ""no"", ""e1"": ""creatinine"", ""e2"": ""nephropathy""}, {""id"": ""378"", ""label"": ""no"", ""e1"": ""creatinine"", ""e2"": ""cancer""}, {""id"": ""379"", ""label"": ""no"", ""e1"": ""creatinine"", ""e2"": ""acute renal failure""}, {""id"": ""380"", ""label"": ""no"", ""e1"": ""creatinine"", ""e2"": ""hypertension""}, {""id"": ""381"", ""label"": ""no"", ""e1"": ""cr"", ""e2"": ""nephropathy""}, {""id"": ""382"", ""label"": ""no"", ""e1"": ""cr"", ""e2"": ""cancer""}, {""id"": ""383"", ""label"": ""no"", ""e1"": ""cr"", ""e2"": ""acute renal failure""}, {""id"": ""384"", ""label"": ""no"", ""e1"": ""cr"", ""e2"": ""hypertension""}, {""id"": ""385"", ""label"": ""no"", ""e1"": ""bevacizumab"", ""e2"": ""nephropathy""}, {""id"": ""386"", ""label"": ""no"", ""e1"": ""bevacizumab"", ""e2"": ""cancer""}, {""id"": ""387"", ""label"": ""no"", ""e1"": ""bevacizumab"", ""e2"": ""acute renal failure""}, {""id"": ""388"", ""label"": ""no"", ""e1"": ""bevacizumab"", ""e2"": ""hypertension""}, {""id"": ""389"", ""label"": ""yes"", ""e1"": ""irinotecan"", ""e2"": ""nephropathy""}, {""id"": ""390"", ""label"": ""no"", ""e1"": ""irinotecan"", ""e2"": ""cancer""}, {""id"": ""391"", ""label"": ""no"", ""e1"": ""irinotecan"", ""e2"": ""acute renal failure""}, {""id"": ""392"", ""label"": ""no"", ""e1"": ""irinotecan"", ""e2"": ""hypertension""}]"
24234943,syndrome of inappropriate antidiuretic hormone secretion associated with desvenlafaxine.,"objective: to report a case of syndrome of inappropriate anti-diuretic hormone (siadh) secretion associated with desvenlafaxine. case summary: a 57-year old female with hyponatraemia. her medications included desvenlafaxine, and symptoms included nausea, anxiety and confusion. the serum sodium at this time was 120 mmol/l, serum osmolality was 263 mosmol/kg, urine osmolality 410 mosmol/kg and urine sodium 63 mmol/l, consistent with a diagnosis of siadh. desvenlafaxine was ceased and fluid restriction implemented. after 4 days the sodium increased to 128 mmol/l and fluid restriction was relaxed. during her further 3 weeks inpatient admission the serum sodium ranged from 134 to 137 mmol/l during treatment with mirtazapine. discussion: siadh has been widely reported with a range of antidepressants. this case report suggests that desvenlafaxine might cause clinically significant hyponatremia. conclusions: clinicians should be aware of the potential for antidepressants to cause hyponatremia,and take appropriate corrective action where necessary.","[{""id"": ""393"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""syndrome of inappropriate antidiuretic hormone""}, {""id"": ""394"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""syndrome of inappropriate anti-diuretic hormone""}, {""id"": ""395"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""siadh""}, {""id"": ""396"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""hyponatraemia""}, {""id"": ""397"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""nausea""}, {""id"": ""398"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""anxiety""}, {""id"": ""399"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""confusion""}, {""id"": ""400"", ""label"": ""yes"", ""e1"": ""desvenlafaxine"", ""e2"": ""hyponatremia""}, {""id"": ""401"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""syndrome of inappropriate antidiuretic hormone""}, {""id"": ""402"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""syndrome of inappropriate anti-diuretic hormone""}, {""id"": ""403"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""siadh""}, {""id"": ""404"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""hyponatraemia""}, {""id"": ""405"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""nausea""}, {""id"": ""406"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""anxiety""}, {""id"": ""407"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""confusion""}, {""id"": ""408"", ""label"": ""no"", ""e1"": ""sodium"", ""e2"": ""hyponatremia""}, {""id"": ""409"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""syndrome of inappropriate antidiuretic hormone""}, {""id"": ""410"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""syndrome of inappropriate anti-diuretic hormone""}, {""id"": ""411"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""siadh""}, {""id"": ""412"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""hyponatraemia""}, {""id"": ""413"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""nausea""}, {""id"": ""414"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""anxiety""}, {""id"": ""415"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""confusion""}, {""id"": ""416"", ""label"": ""no"", ""e1"": ""mirtazapine"", ""e2"": ""hyponatremia""}]"
24275640,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","[{""id"": ""417"", ""label"": ""yes"", ""e1"": ""doxorubicin"", ""e2"": ""cardiotoxicity""}, {""id"": ""418"", ""label"": ""no"", ""e1"": ""doxorubicin"", ""e2"": ""cardiac disarrangement""}, {""id"": ""419"", ""label"": ""yes"", ""e1"": ""doxorubicin"", ""e2"": ""necrosis""}, {""id"": ""420"", ""label"": ""no"", ""e1"": ""doxorubicin"", ""e2"": ""toxicity""}, {""id"": ""421"", ""label"": ""yes"", ""e1"": ""dox"", ""e2"": ""cardiotoxicity""}, {""id"": ""422"", ""label"": ""no"", ""e1"": ""dox"", ""e2"": ""cardiac disarrangement""}, {""id"": ""423"", ""label"": ""yes"", ""e1"": ""dox"", ""e2"": ""necrosis""}, {""id"": ""424"", ""label"": ""no"", ""e1"": ""dox"", ""e2"": ""toxicity""}]"
