Data_ID,PMID,E1,E2,True_Numeric,llama3.2:1b_1,llama3.2:1b_10,llama3.2:1b_11,llama3.2:1b_12,llama3.2:1b_13,llama3.2:1b_14,llama3.2:1b_15,llama3.2:1b_16,llama3.2:1b_17,llama3.2:1b_18,llama3.2:1b_19,llama3.2:1b_2,llama3.2:1b_20,llama3.2:1b_21,llama3.2:1b_3,llama3.2:1b_4,llama3.2:1b_5,llama3.2:1b_6,llama3.2:1b_7,llama3.2:1b_8,llama3.2:1b_9
211,24072398,methamphetamine,depression,1,-1,-1,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,0,0,0
212,24072398,meth,neurotoxic,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,24072398,meth,depressive,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
214,24072398,meth,depressive symptoms,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0
215,24072398,meth,depression,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0
216,24072398,dopamine,neurotoxic,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
217,24072398,dopamine,depressive,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
218,24072398,dopamine,depressive symptoms,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1
219,24072398,dopamine,depression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,24072398,dopac,neurotoxic,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
221,24072398,dopac,depressive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,24072398,dopac,depressive symptoms,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,24072398,dopac,depression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,24072398,hva,neurotoxic,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
225,24072398,hva,depressive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,24072398,hva,depressive symptoms,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,24072398,hva,depression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,24072398,tyrosine,neurotoxic,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229,24072398,tyrosine,depressive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,24072398,tyrosine,depressive symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,24072398,tyrosine,depression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,24072398,serotonin,neurotoxic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,24072398,serotonin,depressive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,24072398,serotonin,depressive symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,24072398,serotonin,depression,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
236,24088636,linezolid,optic neuropathy,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
237,24088636,linezolid,loss of vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,24088636,linezolid,extensively drug-resistant tuberculosis,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
239,24088636,linezolid,xdr-tb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,24088636,linezolid,optic disc edema,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
241,24088636,linezolid,toxic optic neuropathy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
242,24088636,linezolid,deterioration of vision,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1
243,24088636,ethambutol,optic neuropathy,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
244,24088636,ethambutol,loss of vision,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
245,24088636,ethambutol,extensively drug-resistant tuberculosis,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
246,24088636,ethambutol,xdr-tb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,24088636,ethambutol,optic disc edema,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,24088636,ethambutol,toxic optic neuropathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,24088636,ethambutol,deterioration of vision,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,24091473,epinephrine,cardiac toxicity,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
251,24091473,epinephrine,toxicity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
252,24091473,epinephrine,cardiovascular collapse,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
253,24091473,epinephrine,ventricular tachycardia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
254,24091473,epinephrine,fibrillation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,24091473,levobupivacaine,cardiac toxicity,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,24091473,levobupivacaine,toxicity,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
257,24091473,levobupivacaine,cardiovascular collapse,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,24091473,levobupivacaine,ventricular tachycardia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
259,24091473,levobupivacaine,fibrillation,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
260,24100055,heparin,thrombocytopenia type ii,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
261,24100055,heparin,thrombocytopenia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,24100055,heparin,end-stage liver disease,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
263,24100055,heparin,portal hypertension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,24100055,heparin,endotoxemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,24100055,heparin,hit type ii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,24100055,heparin,end-stage or malignant liver disease,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
267,24100055,heparin,liver cirrhosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,24100055,heparin,hit ii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,24100055,heparin,hit,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
270,24100055,heparin,end-stage hepatic failure,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,24100257,zolmitriptan,takotsubo syndrome,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
272,24100257,zolmitriptan,apical ballooning syndrome,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,24100257,zolmitriptan,ts,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
274,24100257,zolmitriptan,broken heart syndrome,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,24100257,zolmitriptan,acute coronary syndrome,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
276,24100257,zolmitriptan,mitral valve prolapse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,24100257,zolmitriptan,migraines,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
278,24100257,zolmitriptan,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,24100257,zolmitriptan,migraine headache,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
280,24100257,zolmitriptan,status migrainosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,24100257,zolmitriptan,coronary artery vasospasm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,24114426,"3,4-methylenedioxymethamphetamine",depression,1,0,1,0,0,1,0,1,1,1,-1,1,1,1,0,1,0,1,1,0,0,0
283,24114426,"3,4-methylenedioxymethamphetamine",impulsiveness,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
284,24114426,"3,4-methylenedioxymethamphetamine",impaired memory,0,0,1,0,0,1,0,0,1,1,-1,1,1,1,0,1,0,1,0,0,0,0
285,24114426,"3,4-methylenedioxymethamphetamine",sleep disturbance,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
286,24114426,mdma,depression,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
287,24114426,mdma,impulsiveness,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
288,24114426,mdma,impaired memory,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
289,24114426,mdma,sleep disturbance,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,24114426,ecstasy,depression,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,24114426,ecstasy,impulsiveness,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,24114426,ecstasy,impaired memory,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
293,24114426,ecstasy,sleep disturbance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,24114426,alcohol,depression,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,24114426,alcohol,impulsiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,24114426,alcohol,impaired memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,24114426,alcohol,sleep disturbance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,24114426,nicotine,depression,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,24114426,nicotine,impulsiveness,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,24114426,nicotine,impaired memory,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,24114426,nicotine,sleep disturbance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,24114426,an,depression,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
303,24114426,an,impulsiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304,24114426,an,impaired memory,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
305,24114426,an,sleep disturbance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,24114426,cannabis,depression,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
307,24114426,cannabis,impulsiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,24114426,cannabis,impaired memory,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
309,24114426,cannabis,sleep disturbance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,24114426,can,depression,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
311,24114426,can,impulsiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,24114426,can,impaired memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,24114426,can,sleep disturbance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,24126708,levodopa,parkinson's disease,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,24126708,levodopa,dyskinesia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,24126708,levodopa,visual hallucinations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,24126708,levodopa,idiopathic parkinson's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,24126708,glutamate,parkinson's disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,24126708,glutamate,dyskinesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,24126708,glutamate,visual hallucinations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,24126708,glutamate,idiopathic parkinson's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,24132704,crocin,hyperlipemia,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0
323,24132704,diazinon,hyperlipemia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,24132704,organophosphorus,hyperlipemia,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0
325,24132704,cholesterol,hyperlipemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,24132704,triglyceride,hyperlipemia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,24158386,gem,hodgkin lymphoma,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
328,24158386,gem,hl,0,0,-1,0,-1,-1,0,0,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0
329,24158386,gem,malignancy,0,0,-1,0,-1,-1,0,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0
330,24158386,gem,toxicity,0,0,-1,0,-1,-1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,0,0
331,24158386,gem,toxicities,0,0,-1,0,-1,-1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,0,0
332,24158386,gem,neutropenia,1,0,-1,0,-1,-1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,0,0
333,24158386,gem,thrombocytopenia,1,0,-1,0,-1,-1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,0,0
334,24158386,gemcitabine,hodgkin lymphoma,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
335,24158386,gemcitabine,hl,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1
336,24158386,gemcitabine,malignancy,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
337,24158386,gemcitabine,toxicity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,24158386,gemcitabine,toxicities,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,24158386,gemcitabine,neutropenia,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
340,24158386,gemcitabine,thrombocytopenia,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,24158386,cisplatin,hodgkin lymphoma,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
342,24158386,cisplatin,hl,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
343,24158386,cisplatin,malignancy,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
344,24158386,cisplatin,toxicity,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
345,24158386,cisplatin,toxicities,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
346,24158386,cisplatin,neutropenia,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
347,24158386,cisplatin,thrombocytopenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,24158386,methylprednisolone,hodgkin lymphoma,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
349,24158386,methylprednisolone,hl,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
350,24158386,methylprednisolone,malignancy,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
351,24158386,methylprednisolone,toxicity,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
352,24158386,methylprednisolone,toxicities,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
353,24158386,methylprednisolone,neutropenia,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
354,24158386,methylprednisolone,thrombocytopenia,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
355,24190587,ecstasy,psychobiological dysfunction,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
356,24190587,ecstasy,anxiety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,24190587,ecstasy,depression,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,24190587,mdma,psychobiological dysfunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,24190587,mdma,anxiety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,24190587,mdma,depression,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,24190587,cortisol,psychobiological dysfunction,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
362,24190587,cortisol,anxiety,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
363,24190587,cortisol,depression,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,24209900,ifosfamide,encephalopathy,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
365,24209900,ifosfamide,cancers,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0
366,24209900,ifosfamide,sarcomas,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
367,24209900,ifosfamide,lymphoma,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0
368,24209900,ifosfamide,gynecologic and testicular cancers,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
369,24209900,ifosfamide,cancer,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
370,24209900,ifosfamide,convulsions,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
371,24209900,ifosfamide,non-convulsive status epilepticus,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
372,24209900,ifosfamide,ncse,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
373,24220752,contrast,nephropathy,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0
374,24220752,contrast,cancer,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0
375,24220752,contrast,acute renal failure,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
376,24220752,contrast,hypertension,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
377,24220752,creatinine,nephropathy,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
378,24220752,creatinine,cancer,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
379,24220752,creatinine,acute renal failure,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
380,24220752,creatinine,hypertension,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
381,24220752,cr,nephropathy,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
382,24220752,cr,cancer,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0
383,24220752,cr,acute renal failure,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0
384,24220752,cr,hypertension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,24220752,bevacizumab,nephropathy,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0
386,24220752,bevacizumab,cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,24220752,bevacizumab,acute renal failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,24220752,bevacizumab,hypertension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,24220752,irinotecan,nephropathy,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0
390,24220752,irinotecan,cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,24220752,irinotecan,acute renal failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,24220752,irinotecan,hypertension,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
393,24234943,desvenlafaxine,syndrome of inappropriate antidiuretic hormone,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0
394,24234943,desvenlafaxine,syndrome of inappropriate anti-diuretic hormone,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
395,24234943,desvenlafaxine,siadh,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0
396,24234943,desvenlafaxine,hyponatraemia,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
397,24234943,desvenlafaxine,nausea,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
398,24234943,desvenlafaxine,anxiety,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
399,24234943,desvenlafaxine,confusion,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
400,24234943,desvenlafaxine,hyponatremia,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
401,24234943,sodium,syndrome of inappropriate antidiuretic hormone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
402,24234943,sodium,syndrome of inappropriate anti-diuretic hormone,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
403,24234943,sodium,siadh,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
404,24234943,sodium,hyponatraemia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
405,24234943,sodium,nausea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,24234943,sodium,anxiety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,24234943,sodium,confusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,24234943,sodium,hyponatremia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,24234943,mirtazapine,syndrome of inappropriate antidiuretic hormone,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,24234943,mirtazapine,syndrome of inappropriate anti-diuretic hormone,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,24234943,mirtazapine,siadh,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,24234943,mirtazapine,hyponatraemia,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
413,24234943,mirtazapine,nausea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,24234943,mirtazapine,anxiety,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,24234943,mirtazapine,confusion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
416,24234943,mirtazapine,hyponatremia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
417,24275640,doxorubicin,cardiotoxicity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
418,24275640,doxorubicin,cardiac disarrangement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,24275640,doxorubicin,necrosis,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
420,24275640,doxorubicin,toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,24275640,dox,cardiotoxicity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,24275640,dox,cardiac disarrangement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,24275640,dox,necrosis,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
424,24275640,dox,toxicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,24283660,tacrolimus,seizure,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
426,24283660,tacrolimus,seizures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,24283660,tacrolimus,tonic-clonic seizures,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0
